annual_income,tax_liens,number_of_open_accounts,years_of_credit_history,maximum_open_credit,number_of_credit_problems,months_since_last_delinquent,bankruptcies,current_loan_amount,current_credit_balance,monthly_debt,credit_score,monthly_debt_categories,years_in_current_job,years_of_credit_history_categories,credit_score_outlier,annual_income_outlier,current_loan_amount_outlier,maximum_open_credit_outlier,current_credit_balance_outlier,annual_income_na,years_in_current_job_na,months_since_last_delinquent_na,bankruptcies_na,credit_score_na,home_ownership_have_mortgage,home_ownership_home_mortgage,home_ownership_own_home,home_ownership_rent,purpose_business_loan,purpose_buy_a_car,purpose_buy_house,purpose_debt_consolidation,purpose_educational_expenses,purpose_home_improvements,purpose_major_purchase,purpose_medical_bills,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_take_a_trip,purpose_vacation,purpose_wedding,term_long_term,term_short_term,credit_default
-0.7678551731171035,-0.11095342154390785,1.603119362200301,-0.44272912969131056,-0.014030293820468205,1.6647792271904904,-0.43338174972710974,2.545731972691612,0.002829760687826769,-0.8645811016665558,-0.023097001269187664,-1.9168189946171081,0.5803799882950024,0.8771047976348779,-0.7211203178198473,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2549302884826175,-0.11095342154390785,-0.6378469087937149,1.0910401489963475,-0.8148578256446599,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.13049170872133556,-0.48283232258083475,-0.31959281165884634,0.15241317426703382,-0.7828677136193471,1.1598351015959207,0.7273002455569214,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.08620333884308456,-0.11095342154390785,0.1770499170222909,-0.35751972531977383,0.5461600699019581,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.5290742614051414,0.5556055796768127,-0.3944714198822528,-0.16246998186750952,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.8824407519160093,-0.11095342154390785,0.5844983299302937,-0.1871009165767008,0.24054276415116374,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-0.8873379403060061,0.6319553354939569,0.29654158165088557,-1.15210275829036,0.5803799882950024,1.1598351015959207,0.003089963868537088,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.9945997384246194,-0.11095342154390785,0.1770499170222909,-0.27231032094823754,-0.5628774913697473,-0.3409788778582933,2.304175150089583,-0.3370990397177327,0.23883427698707857,0.04958538952701653,-0.8322555335825944,-1.511969222444124,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.0570608542605466,-0.11095342154390785,0.1770499170222909,-0.1586977817861887,-0.9227259344435882,-0.3409788778582933,0.9795508437266671,-0.3370990397177327,-0.11815705280798222,-0.5707563764872801,-0.4542569155858237,-2.006785610655549,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.4289765843677403,-0.11095342154390785,-1.2490195281557193,-0.6841557754106641,-1.0843390448724282,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-1.3026083293340613,-1.0199203654966498,-1.1842604577952038,0.14058686754759483,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.20672101619977287,-0.11095342154390785,1.8068435686543023,1.5312887382492866,0.6808736719773347,-0.3409788778582933,1.9950961452715692,-0.3370990397177327,0.12612719767745492,2.2594640931386665,0.7120214290719147,-0.8822029101750372,0.5803799882950024,1.1598351015959207,1.451510527245306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.682144019984232,-0.11095342154390785,-1.4527437346097205,-0.5705432362486152,0.23335875890817054,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.002829760687826769,0.09811621835759489,-1.1497140002498025,1.0070960266322229,-0.7828677136193471,0.028913885751749396,-0.7211203178198473,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8101546418437356,-0.11095342154390785,-0.23039849588571198,2.5396000233124694,-0.07539142130949301,-0.3409788778582933,-0.08014860136366553,-0.3370990397177327,0.002829760687826769,-1.1096719401540374,1.498875695106009,1.2769958747475458,1.9436276902093517,-1.3847376340534647,2.1757208089336904,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.85710334670305,-0.11095342154390785,-1.4527437346097205,-1.2380169038256517,-1.0755345873189852,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-0.5085240552915421,-0.7702607251318124,-0.3171611435306506,-1.5569525304633443,-0.7828677136193471,-1.102007330092422,-1.4453305995082317,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.34859044805092004,-0.11095342154390785,0.1770499170222909,1.7017075469923595,1.9100947796073853,-0.3409788778582933,2.08340443236243,-0.3370990397177327,0.8308673632922998,2.3104316163038345,0.6777265234018438,-0.16246998186750952,0.5803799882950024,1.1598351015959207,1.451510527245306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.4846687014210178,-0.11095342154390785,0.1770499170222909,-0.9113808537347615,-0.2615273767031369,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.715079452657584,0.3210737499725532,0.8695767536539759,-0.6123030620597143,0.5803799882950024,-1.6674679380145077,-0.7211203178198473,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.1320879930595881,-0.11095342154390785,-0.6378469087937149,-1.1954122016398834,-0.5313326863929951,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.3569328111156136,-0.22840082247742605,-0.12162148577366984,-2.3666520748093127,-0.7828677136193471,0.028913885751749396,-1.4453305995082317,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4.0737321871781385,-0.11095342154390785,-0.23039849588571198,-0.35751972531977383,0.809051449733898,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.22599747979919432,1.945130523976594,-0.15558098894329986,0.06244655822859286,-0.7828677136193471,-0.5365467221703363,0.003089963868537088,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.432764837757157,-0.11095342154390785,0.1770499170222909,0.054325729142652664,-0.8096723782512212,1.6647792271904904,1.2444757049992503,2.545731972691612,-0.8988910577751019,-0.4297326918729007,-0.36453674671791225,-0.47735313800205287,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.5606649716280983,-0.11095342154390785,3.6403614267403155,1.744312249178128,2.108114051944326,-0.3409788778582933,-0.6099983239088319,-0.3370990397177327,2.609919085561177,1.9943720553214277,1.0777778558025966,0.6022462544592386,0.5803799882950024,1.1598351015959207,1.451510527245306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.6321866041596531,-0.11095342154390785,2.2142919815623054,-0.5279385340628471,-0.7981131517700141,-0.3409788778582933,-0.3450734626362487,-0.3370990397177327,-0.6524245517677244,-0.5999967085023565,-0.7375881778331813,-0.3584199978603268,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-1.258468014355103,-0.11095342154390785,0.9919467428382966,0.3667602118382866,0.20548697916843742,1.6647792271904904,-0.6983066109996929,2.545731972691612,-0.5526826376178638,-0.23439102938329243,-1.0451522707373861,0.917129410593782,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.35584684782282,-0.11095342154390785,-1.656467941063722,-1.0391949602920663,-1.335131047453011,-0.3409788778582933,1.4210922791809721,-0.3370990397177327,0.002829760687826769,-1.2635897989556206,-1.1018352933118798,-0.0275200578098481,-0.7828677136193471,-1.3847376340534647,-0.7211203178198473,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.3208661018198538,-0.11095342154390785,0.9919467428382966,0.8070088010912256,0.21186075825620584,-0.3409788778582933,0.4497011211815008,-0.3370990397177327,0.002829760687826769,-0.8544282086057653,-1.2071516784502878,1.0520793346514434,-0.7828677136193471,-0.25381641820929346,0.7273002455569214,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.25361412435510067,-0.11095342154390785,0.7882225363842952,-0.1871009165767008,0.9406321773424053,1.6647792271904904,-0.6983066109996929,2.545731972691612,1.7861818100146452,0.8421202218523192,-0.3387946048090816,0.5122796384207976,-0.7828677136193471,0.8771047976348779,0.003089963868537088,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4289765843677403,-0.11095342154390785,-0.8415711152477163,-0.3717212927150301,0.02523866716942707,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-0.8250794739447674,-0.5456787306271277,-0.6404891539555725,0.14058686754759483,-0.7828677136193471,-1.102007330092422,-0.7211203178198473,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.5651399859816308,-0.11095342154390785,-0.026674289431710546,0.49457431839559174,-0.7795859803538736,-0.3409788778582933,0.36139283409063977,-0.3370990397177327,0.7791350706251263,-0.5564407972715656,-0.0738266294608572,-2.186718842732431,0.5803799882950024,-1.102007330092422,0.7273002455569214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.4289765843677403,-0.11095342154390785,-0.4341227023397134,-1.3374278755924442,-0.628667855174001,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.7291999295642566,-0.7035562177224192,-0.20765222713673256,0.14058686754759483,-0.7828677136193471,-0.25381641820929346,-1.4453305995082317,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.8163555047374325,-0.11095342154390785,-0.026674289431710546,0.15373670090944522,-0.1177932567662575,-0.3409788778582933,0.8029342695449451,-0.3370990397177327,-0.7655167349929846,-0.3186600417878532,-0.8988329299200913,-0.16246998186750952,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2957474084710762,-0.11095342154390785,-0.026674289431710546,0.2957523748620061,0.7950615447870164,-0.3409788778582933,1.9509420017261385,-0.3370990397177327,-0.9603793163050675,1.9243170932019735,1.0672965276638218,-0.3584199978603268,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-1.7003914388592438,-0.11095342154390785,-0.23039849588571198,-1.6356607908928222,-0.9399567440113689,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-1.6101779899557678,-1.1171850810190223,-1.3235363461032421,-2.6365519229246357,-0.7828677136193471,-0.5365467221703363,-1.4453305995082317,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.6709249699148121,-0.11095342154390785,-0.026674289431710546,1.9715373275022257,-0.07738997915904751,-0.3409788778582933,0.6704718389086535,-0.3370990397177327,-0.2944062781976329,-0.51552463823658,-0.4716978456087448,1.1870292587091047,-0.7828677136193471,-0.8192770261313791,2.1757208089336904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.08478520049161295,-0.11095342154390785,0.1770499170222909,-0.1871009165767008,0.901633291737585,-0.3409788778582933,2.3483292936350133,-0.3370990397177327,1.0299660876763845,1.3728119421398361,0.3647959904905864,-1.2870526823480215,0.5803799882950024,0.028913885751749396,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.7744731520906377,-0.11095342154390785,-1.2490195281557193,0.12533356611893312,-1.0574395365189648,1.6647792271904904,-0.6983066109996929,2.545731972691612,-1.3852773032240357,-1.233131119773249,-1.0747515414012858,0.7371961785169,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.5997269930037475,-0.11095342154390785,-1.0452953217017178,0.6649931271386648,1.010581702076813,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-1.0281576054570962,0.5310355784696997,-0.5095144775334439,1.0070960266322229,-0.7828677136193471,-1.102007330092422,0.7273002455569214,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.1337978961679547,-0.11095342154390785,-0.6378469087937149,-1.436838847359237,-1.0668921749965874,-0.3409788778582933,1.0237049872720976,-0.3370990397177327,-0.978607568311863,-1.0093613567134276,0.17940225837193952,-3.716151315385927,0.5803799882950024,-0.8192770261313791,-1.4453305995082317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-0.7128314050800052,-0.11095342154390785,-0.23039849588571198,-1.3516294429877003,0.031180325641075597,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.15346957568764835,0.047148695192426815,-0.18777962898561573,0.6022462544592386,-0.7828677136193471,1.1598351015959207,-1.4453305995082317,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.2497145024287573,-0.11095342154390785,0.3807741234762923,-1.0960012298730908,-0.8755167571324899,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-0.29094034295690413,-0.4181583937835996,0.21378101466712054,-0.7922362941365962,0.5803799882950024,-0.8192770261313791,-0.7211203178198473,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.6663950642767036,-0.11095342154390785,-0.4341227023397134,-0.14449621439093244,0.6699086113432924,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.002829760687826769,-0.09864684916052407,0.685440780911982,1.1870292587091047,0.5803799882950024,0.8771047976348779,0.003089963868537088,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4678086121312998,-0.11095342154390785,0.3807741234762923,-0.6557526406201519,1.0647048092458296,-0.3409788778582933,2.1275585759078606,-0.3370990397177327,0.002829760687826769,-0.2611946670637792,0.3398085042077475,0.28736309832469525,0.5803799882950024,-0.8192770261313791,-0.7211203178198473,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4289765843677403,-0.11095342154390785,-1.4527437346097205,-0.982388690711042,0.7973841930986608,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,-0.9209703489382628,-0.43978405600308323,-1.0376057144774684,0.14058686754759483,-0.7828677136193471,-1.3847376340534647,-0.7211203178198473,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.505405364279495,-0.11095342154390785,-0.026674289431710546,0.21054297049046988,0.8564766873530562,-0.3409788778582933,-0.3450734626362487,-0.3370990397177327,2.679109422403873,2.9913861538910504,1.4684379181910072,-0.297419905925171,1.9436276902093517,1.1598351015959207,0.003089963868537088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.4289765843677403,-0.11095342154390785,-0.6378469087937149,-1.2806216060114197,-0.2590966982374625,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,0.11778327950533017,-0.09813920450748455,-0.31690959165532,-0.3584199978603268,-0.7828677136193471,0.028913885751749396,-1.4453305995082317,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.5112666740575075,-0.11095342154390785,2.0105677751083038,0.2531476726762383,-0.05248902865513868,-0.3409788778582933,0.5380094082723619,-0.3370990397177327,0.4259947799864308,0.3895042492022809,0.6513135764921316,-1.1071194502711397,0.5803799882950024,0.028913885751749396,0.003089963868537088,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.3900705479522575,-0.11095342154390785,-1.0452953217017178,-0.7693651797822005,-0.2798384878112174,-0.3409788778582933,1.5535547098172637,-0.3370990397177327,2.7561302055311785,-0.4450635603946943,0.43648827495980536,0.3323464063439157,0.5803799882950024,0.31164418971279223,-0.7211203178198473,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.7906084151118258,-0.11095342154390785,-0.23039849588571198,0.9206213402532745,-0.07225854684262378,-0.3409788778582933,2.171712719453291,-0.3370990397177327,-0.8248227380010098,-0.37247037501004254,0.7380151228560758,0.14058686754759483,0.5803799882950024,-0.5365467221703363,0.7273002455569214,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
